Country,EdLevel,YearsExperience,DevType,AnualSalary
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,110000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,110000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,64000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,53000.0
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,144000.0
United States of America,Postgraduate,14.0,Data scientist or machine learning specialist,115000.0
United States of America,Master’s degree,2.0,Data scientist or machine learning specialist,123500.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,135000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,90000.0
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,110000.0
United States of America,Bachelor’s degree,0.5,Data scientist or machine learning specialist,87000.0
United States of America,Bachelor’s degree,10.0,Data scientist or machine learning specialist,120000.0
United States of America,Postgraduate,17.0,Data scientist or machine learning specialist,60000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,112000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,90000.0
United States of America,Bachelor’s degree,8.0,Data scientist or machine learning specialist,145000.0
United States of America,Postgraduate,20.0,Data scientist or machine learning specialist,50000.0
United States of America,Master’s degree,2.0,Data scientist or machine learning specialist,85000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,79000.0
United States of America,Master’s degree,4.0,Data scientist or machine learning specialist,54000.0
United States of America,Postgraduate,3.0,Data scientist or machine learning specialist,90000.0
United States of America,Postgraduate,5.0,Data scientist or machine learning specialist,150000.0
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,124000.0
United States of America,Postgraduate,22.0,Data scientist or machine learning specialist,120000.0
United States of America,Postgraduate,4.0,Data scientist or machine learning specialist,110000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,118000.0
United States of America,Bachelor’s degree,5.0,Data scientist or machine learning specialist,70000.0
United States of America,Bachelor’s degree,8.0,Data scientist or machine learning specialist,115000.0
United States of America,Master’s degree,6.0,Data scientist or machine learning specialist,125000.0
United States of America,Postgraduate,0.5,Data scientist or machine learning specialist,130000.0
United States of America,Bachelor’s degree,5.0,Data scientist or machine learning specialist,50000.0
United States of America,Master’s degree,10.0,Data scientist or machine learning specialist,100000.0
United States of America,Postgraduate,6.0,Data scientist or machine learning specialist,90000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,80000.0
United States of America,Postgraduate,12.0,Data scientist or machine learning specialist,125000.0
United States of America,Postgraduate,4.0,Data scientist or machine learning specialist,120000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,80000.0
United States of America,Bachelor’s degree,1.0,Data scientist or machine learning specialist,85000.0
United States of America,Master’s degree,16.0,Data scientist or machine learning specialist,115000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,130000.0
United States of America,Master’s degree,4.0,Data scientist or machine learning specialist,130000.0
United States of America,Postgraduate,4.0,Data scientist or machine learning specialist,110000.0
United States of America,Master’s degree,7.0,Data scientist or machine learning specialist,88000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,115000.0
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,90000.0
United States of America,Bachelor’s degree,5.0,Data scientist or machine learning specialist,79310.0
United States of America,Bachelor’s degree,13.0,Data scientist or machine learning specialist,120000.0
United States of America,Postgraduate,16.0,Data scientist or machine learning specialist,71000.0
United States of America,Master’s degree,1.0,Data scientist or machine learning specialist,90000.0
United States of America,Less than a Bachelor’s,2.0,Data scientist or machine learning specialist,114000.0
United States of America,Postgraduate,5.0,Data scientist or machine learning specialist,60000.0
United States of America,Master’s degree,2.0,Data scientist or machine learning specialist,66000.0
United States of America,Postgraduate,5.0,Data scientist or machine learning specialist,76000.0
United States of America,Postgraduate,4.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,8.0,Data scientist or machine learning specialist,119000.0
United States of America,Master’s degree,4.0,Data scientist or machine learning specialist,130000.0
United States of America,Postgraduate,3.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,1.0,Data scientist or machine learning specialist,74000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,13.0,Data scientist or machine learning specialist,102000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,83200.0
United States of America,Master’s degree,7.0,Data scientist or machine learning specialist,85000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,119000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,8.0,Data scientist or machine learning specialist,125000.0
United States of America,Postgraduate,5.0,Data scientist or machine learning specialist,120000.0
United States of America,Postgraduate,2.0,Data scientist or machine learning specialist,120000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,140000.0
United States of America,Master’s degree,15.0,Data scientist or machine learning specialist,59000.0
United States of America,Bachelor’s degree,8.0,Data scientist or machine learning specialist,100000.0
United States of America,Master’s degree,10.0,Data scientist or machine learning specialist,110000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,70000.0
United States of America,Master’s degree,2.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,125000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,90000.0
United States of America,Bachelor’s degree,6.0,Data scientist or machine learning specialist,99000.0
United States of America,Less than a Bachelor’s,10.0,Data scientist or machine learning specialist,115000.0
United States of America,Postgraduate,1.0,Data scientist or machine learning specialist,115000.0
United States of America,Postgraduate,9.0,Data scientist or machine learning specialist,102000.0
United States of America,Postgraduate,14.0,Data scientist or machine learning specialist,120000.0
United States of America,Bachelor’s degree,6.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,5.0,Data scientist or machine learning specialist,110000.0
United States of America,Bachelor’s degree,0.5,Data scientist or machine learning specialist,70000.0
United States of America,Bachelor’s degree,0.5,Data scientist or machine learning specialist,65000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,49956.0
United States of America,Bachelor’s degree,17.0,Data scientist or machine learning specialist,140000.0
United States of America,Master’s degree,3.0,Data scientist or machine learning specialist,113000.0
United States of America,Postgraduate,10.0,Data scientist or machine learning specialist,150000.0
United States of America,Postgraduate,3.0,Data scientist or machine learning specialist,125000.0
United States of America,Postgraduate,0.5,Data scientist or machine learning specialist,116000.0
United States of America,Master’s degree,1.0,Data scientist or machine learning specialist,70000.0
United States of America,Postgraduate,15.0,Data scientist or machine learning specialist,85000.0
United States of America,Bachelor’s degree,0.5,Data scientist or machine learning specialist,110000.0
United States of America,Postgraduate,9.0,Data scientist or machine learning specialist,150000.0
United States of America,Bachelor’s degree,8.0,Data scientist or machine learning specialist,125000.0
United States of America,Bachelor’s degree,2.0,Data scientist or machine learning specialist,75600.0
United States of America,Bachelor’s degree,8.0,Data scientist or machine learning specialist,135000.0
United States of America,Postgraduate,30.0,Data scientist or machine learning specialist,85000.0
United States of America,Bachelor’s degree,4.0,Data scientist or machine learning specialist,130000.0
United States of America,Master’s degree,7.0,Data scientist or machine learning specialist,120000.0
United States of America,Master’s degree,15.0,Data scientist or machine learning specialist,115000.0
United States of America,Bachelor’s degree,3.0,Data scientist or machine learning specialist,150000.0
